head;relation;tail
energy engineer;narrowMatch;geothermal engineer
product assembly inspector;narrowMatch;motor vehicle assembly inspector
advertising and marketing professionals;narrowMatch;marketing consultant
miscellaneous motor vehicle operators;narrowMatch;motor vehicle operators, all other
government licensing officials;narrowMatch;passport officer
spray painters and varnishers;narrowMatch;lacquer spray gun operator
pharmacist;narrowMatch;pharmaceutical quality specialist
armed forces occupations;narrowMatch;armed forces occupations, other ranks
import export specialist;narrowMatch;import export specialist in office furniture
other music teachers;narrowMatch;music teacher
chemical mixer;narrowMatch;lacquer maker
professional services managers not elsewhere classified;narrowMatch;environmental protection manager
radiographer;narrowMatch;nuclear medicine radiographer
social work associate professionals;narrowMatch;life coach
shop manager;narrowMatch;furniture shop manager
technical sales representative;narrowMatch;technical sales representative in machinery and industrial equipment
fishery and aquaculture labourers;narrowMatch;aquaculture cage mooring worker
miscellaneous protective service workers;narrowMatch;lifeguards, ski patrol, and other recreational protective service workers
business services agents not elsewhere classified;narrowMatch;publishing rights manager
psychologists;narrowMatch;school psychologists
electrical engineering technician;narrowMatch;calibration technician
farming, forestry and fisheries advisers;narrowMatch;forestry adviser
food and related products machine operators;narrowMatch;milk heat treatment process operator
electrical mechanics and fitters;narrowMatch;mining electrician
logistics and distribution manager;narrowMatch;intermodal logistics manager
medical doctors;narrowMatch;specialist medical practitioners
handicraft workers in textile, leather and related materials;narrowMatch;leather goods artisanal worker
building frame and related trades workers;narrowMatch;bricklayers and related workers
aged care services managers;narrowMatch;elderly home manager
knitting machine operator;narrowMatch;knitting textile technician
rubber products machine operator;narrowMatch;v-belt builder
plastic products machine operators;narrowMatch;injection moulding operator
specialised seller;narrowMatch;cosmetics and perfume specialised seller
other artistic and cultural associate professionals;narrowMatch;performance flying director
office and administrative support occupations;narrowMatch;secretaries and administrative assistants
government tax and excise officials;narrowMatch;tax inspector
miscellaneous protective service workers;narrowMatch;crossing guards and flaggers
crane, hoist and related plant operators;narrowMatch;automated cable vehicle controller
textile machine setters, operators, and tenders;narrowMatch;textile knitting and weaving machine setters, operators, and tenders
environmental and occupational health inspectors and associates;narrowMatch;occupational health and safety inspector
handicraft workers in textile, leather and related materials;narrowMatch;carpet handicraft worker
social and religious professionals;narrowMatch;economists
operations specialties managers;narrowMatch;compensation and benefits managers
product development manager;narrowMatch;leather goods product development manager
quality engineering technician;narrowMatch;textile quality technician
special educational needs teacher;narrowMatch;adult literacy teacher
set builder;narrowMatch;scenic painter
environmental protection professionals;narrowMatch;pipeline environmental project manager
writer;narrowMatch;speechwriter
computer occupations, all other;narrowMatch;digital forensics analysts
glaziers;narrowMatch;plate glass installer
police inspectors and detectives;narrowMatch;police inspector
other management occupations;narrowMatch;natural sciences managers
water transportation workers;narrowMatch;sailors and marine oilers
religious workers;narrowMatch;directors, religious activities and education
environmental and occupational health inspectors and associates;narrowMatch;transport health and safety inspector
chemist;narrowMatch;chemical application specialist
prepress technician;narrowMatch;screen making technician
chemist;narrowMatch;analytical chemist
mechanical engineer;narrowMatch;tooling engineer
other construction and related workers;narrowMatch;rail-track laying and maintenance equipment operators
retail and wholesale trade managers;narrowMatch;retail department manager
mechanical machinery assemblers;narrowMatch;motor vehicle assembler
sales and marketing managers;narrowMatch;banking products manager
plumbers and pipe fitters;narrowMatch;drain technician
social work and counselling professionals;narrowMatch;social worker
chemical processing plant controller;narrowMatch;gas processing plant supervisor
other management occupations;narrowMatch;postmasters and mail superintendents
bookmakers, croupiers and related gaming workers;narrowMatch;lottery operator
electronics engineering technician;narrowMatch;microelectronics maintenance technician
assemblers not elsewhere classified;narrowMatch;bicycle assembler
sociologists, anthropologists and related professionals;narrowMatch;thanatology researcher
metal working machine tool setters and operators;narrowMatch;screw machine operator
policy and planning managers;narrowMatch;director of compliance and information security in gambling
