head;relation;tail
nervous system neoplasm;exactmatch;neoplasm of nervous system
schwannoma;exactmatch;benign neurilemmoma
neuroblastoma;exactmatch;neuroblastoma, malignant
hair;exactmatch;hair
hand;exactmatch;hand
immature b-lymphocyte;exactmatch;immature b-lymphocyte
head and neck muscle;exactmatch;head and neck muscle
neurofibroma;exactmatch;neurofibroma, benign
hematopoietic and lymphoid cell;exactmatch;hematopoietic and lymphoid cell
neurofibromatosis type 1;exactmatch;nf1
hepatic duct;exactmatch;hepatic duct
hepatic lobule;exactmatch;hepatic lobule
hepatic tissue;exactmatch;hepatic parenchyma
neurofibromatosis type 2;exactmatch;acoustic neurofibromatosis
epencephalon;exactmatch;epencephalon
hyaline cartilage;exactmatch;hyaline cartilage
neuroma;exactmatch;neuroma
acoustic schwannoma;exactmatch;acoustic neurilemmoma
down syndrome;exactmatch;down syndrome
disease or disorder;exactmatch;disease
small intestinal mucosa;exactmatch;small intestinal mucosa
ebv-related malignant neoplasm;exactmatch;ebv related malignancy
ebv-related lymphoma;exactmatch;ebv related lymphoma
ebv-related hodgkin lymphoma;exactmatch;ebv related hodgkin's lymphoma
ebv-related non-hodgkin lymphoma;exactmatch;ebv related non-hodgkin's lymphoma
ebv-related burkitt lymphoma;exactmatch;ebv related burkitt's lymphoma
ebv-related clonal post-transplant lymphoproliferative disorder;exactmatch;ebv related clonal ptld
ebv-related post-transplant lymphoproliferative disorder;exactmatch;ebv-related ptld
hhv8-related malignant neoplasm;exactmatch;hhv-8 related malignancy
virus-related carcinoma;exactmatch;virus related carcinoma
virus-related lymphoma;exactmatch;virus related lymphoma
aids-related carcinoma;exactmatch;aids related carcinoma
"t(2;8)(p11;q24)";exactmatch;"t(2;8)"
virus-related sarcoma;exactmatch;virus-related sarcoma
psammoma body formation;exactmatch;psammoma body formation
pulmonary sulcus neoplasm;exactmatch;pulmonary sulcus neoplasm
"t(2;5)(p23;q35)";exactmatch;"t(2;5)"
loss of chromosome 5q;exactmatch;5q deletion
"t(11;18)(q21;q21)";exactmatch;api2-mlt translocation
clonal ccnd1 gene rearrangement;exactmatch;bcl-1 rearrangement
"t(1;19)(q23;p13.3)";exactmatch;"t(1;19) (q23;p13.3); pbx/e2a"
extragastrointestinal gastrointestinal stromal tumor;exactmatch;egist
human papillomavirus-related malignant neoplasm;exactmatch;hpv-related malignancy
cutaneous radiation-related angiosarcoma;exactmatch;cutaneous radiation-induced angiosarcoma
pancreatic neuroendocrine tumor;exactmatch;islet cell tumor
digestive system neuroendocrine neoplasm;exactmatch;digestive system neuroendocrine neoplasm
therapy-related myelodysplastic syndrome;exactmatch;therapy related myelodysplastic syndrome
vulvar lichen sclerosus;exactmatch;vulvar lichen sclerosus
porphyria cutanea tarda;exactmatch;porphyria cutanea tarda
ebv-related carcinoma;exactmatch;ebv related carcinoma
hepatitis c virus-related hepatocellular carcinoma;exactmatch;hepatitis c virus related hepatocellular carcinoma
thyroid gland atypical follicular adenoma;exactmatch;atypical follicular adenoma
hepatitis b virus-related hepatocellular carcinoma;exactmatch;hepatitis b virus related hepatocellular carcinoma
non-neoplastic nasal cavity disorder;exactmatch;non-neoplastic nasal cavity disease
non-neoplastic laryngeal disorder;exactmatch;non-neoplastic laryngeal disease
non-neoplastic neck disorder;exactmatch;non-neoplastic neck disease
non-neoplastic pharyngeal disorder;exactmatch;non-neoplastic pharyngeal disease
non-neoplastic salivary gland disorder;exactmatch;non-neoplastic salivary gland disease
non-neoplastic head and neck disorder;exactmatch;non-neoplastic head and neck disease
peritoneal and retroperitoneal disorder;exactmatch;peritoneal and retroperitoneal disease
non-neoplastic peritoneal and retroperitoneal disorder;exactmatch;non-neoplastic peritoneal and retroperitoneal disease
non-neoplastic peritoneal disorder;exactmatch;non-neoplastic peritoneal disease
retroperitoneal disorder;exactmatch;retroperitoneal disease
non-neoplastic retroperitoneal disorder;exactmatch;non-neoplastic retroperitoneal disease
respiratory and thoracic disorder;exactmatch;respiratory and thoracic disease
non-neoplastic mediastinal disorder;exactmatch;non-neoplastic mediastinal disease
non-neoplastic cardiovascular disorder;exactmatch;non-neoplastic cardiovascular disease
virus-related malignant neoplasm;exactmatch;virus related cancer
human papillomavirus-related carcinoma;exactmatch;hpv-related carcinoma
human papillomavirus-related cervical carcinoma;exactmatch;hpv-related cervical carcinoma
human papillomavirus-related cervical squamous cell carcinoma;exactmatch;hpv-related cervical squamous cell carcinoma
human papillomavirus-related verrucous carcinoma;exactmatch;hpv-related verrucous carcinoma
human papillomavirus-related vulvar squamous cell carcinoma;exactmatch;hpv-related vulvar squamous cell carcinoma
human papillomavirus-related esophageal squamous cell carcinoma;exactmatch;hpv-related esophageal squamous cell carcinoma
human papillomavirus-related anal squamous cell carcinoma;exactmatch;hpv-related anal squamous cell carcinoma
human papillomavirus-related penile squamous cell carcinoma;exactmatch;hpv-related penile squamous cell carcinoma
human papillomavirus-related squamous cell carcinoma;exactmatch;hpv-related squamous cell carcinoma
human papillomavirus-related adenocarcinoma;exactmatch;hpv-related adenocarcinoma
htlv-1-related malignant neoplasm;exactmatch;htlv-1 related malignancy
hepatitis virus-related hepatocellular carcinoma;exactmatch;hepatitis virus related hepatocellular carcinoma
myelodysplastic syndrome with ring sideroblasts and multilineage dysplasia;exactmatch;mds-rs-mld
childhood kidney wilms tumor;exactmatch;childhood kidney wilms tumor
digestive system disorder;exactmatch;digestive disease
non-neoplastic thymus disorder;exactmatch;non-neoplastic thymus disorder
ectopic thymus;exactmatch;ectopic thymus
metastatic renal cell cancer;exactmatch;metastatic renal cell cancer
nodular sclerosis classic hodgkin lymphoma, syncytial variant;exactmatch;hodgkin's disease, nodular sclerosis, syncytial variant
hodgkin's lymphoma (antiquated);exactmatch;hodgkin's lymphoma (antiquated)
bile duct adenocarcinoma;exactmatch;bile duct adenocarcinoma
bile duct carcinoma;exactmatch;bile duct cancer
malignant endometrial neoplasm;exactmatch;malignant endometrial neoplasm
pigmented nevus;exactmatch;pigmented nevus
paget disease of the penis;exactmatch;paget disease of the penis
metastatic ureter carcinoma;exactmatch;metastatic carcinoma of ureter
metastatic urethral carcinoma;exactmatch;metastatic carcinoma of urethra
reticulosarcoma;exactmatch;reticulosarcoma
mucin-producing carcinoma;exactmatch;mucin-producing carcinoma
invasive breast carcinoma by histologic grade;exactmatch;infiltrating breast carcinoma by histologic grade
grade 1 invasive breast carcinoma;exactmatch;favorable infiltrating breast carcinoma
grade 2 invasive breast carcinoma;exactmatch;grade 2 infiltrating breast carcinoma
grade 3 invasive breast carcinoma;exactmatch;grade 3 infiltrating breast carcinoma
endometrial serous adenocarcinoma;exactmatch;endometrial serous adenocarcinoma
endometrial endometrioid adenocarcinoma, secretory variant;exactmatch;endometrial endometrioid adenocarcinoma, secretory variant
endometrial endometrioid adenocarcinoma with clear cell change;exactmatch;endometrial endometrioid adenocarcinoma with clear cell change
endometrial endometrioid adenocarcinoma with a poorly differentiated carcinomatous component;exactmatch;endometrial endometrioid adenocarcinoma with a poorly differentiated carcinomatous component
villoglandular endometrial endometrioid adenocarcinoma;exactmatch;villoglandular endometrial endometrioid adenocarcinoma
oxyphilic endometrial endometrioid adenocarcinoma;exactmatch;oxyphilic endometrial endometrioid adenocarcinoma
endometrial endometrioid adenocarcinoma with spindled epithelial cells;exactmatch;endometrial endometrioid adenocarcinoma with spindled epithelial cells
human papillomavirus infection;exactmatch;human papilloma virus infection
castleman disease, hyaline-vascular type;exactmatch;angiofollicular lymphoid hyperplasia, hyaline-vascular type
castleman disease, plasma cell type;exactmatch;angiofollicular lymphoid hyperplasia, plasma cell type
thymic dysplasia;exactmatch;thymic dysplasia
polycythemia (excluding polycythemia vera);exactmatch;polycythemia (excluding polycythemia vera)
colorectal gastrointestinal stromal tumor;exactmatch;colorectal (colon or rectal) gastrointestinal stromal tumor (gist)
non-invasive verrucous carcinoma of the penis;exactmatch;non-invasive penile verrucous carcinoma
plexopathy;exactmatch;plexopathy
non-small cell adenocarcinoma;exactmatch;non-small cell adenocarcinoma
"t(9;14)(p13;q32)";exactmatch;pax5-igh translocation
spinal degenerative disorder;exactmatch;spinal degenerative disease
"t(1;14)(p22;q32)";exactmatch;"t(1;14)(p22;q32)"
"t(2;18)(p12;q21)";exactmatch;"t(2;18)(p12;q21)"
acute myeloid leukemia not otherwise specified;exactmatch;aml, nos
"t(15;17)(q22;q12)";exactmatch;"t(15;17)(q22;q12)"
"t(16;16)(p13.1;q22)";exactmatch;"t(16;16)(p13.1;q22)"
bacterium-related malignant neoplasm;exactmatch;bacterium-related cancer
parasite-related malignant neoplasm;exactmatch;parasite-related cancer
parasite-related carcinoma;exactmatch;parasite-related carcinoma
schistosoma hematobium-related bladder squamous cell carcinoma;exactmatch;schistosoma hematobium-related bladder squamous cell carcinoma
immunodeficiency-related malignant neoplasm;exactmatch;immunodeficiency-related malignant neoplasm
old burn scar-related neoplasm;exactmatch;old burn scar-related neoplasm
asbestos-related malignant neoplasm;exactmatch;asbestos-related cancer
giant hemangioma;exactmatch;giant hemangioma
lymphohistiocytoid mesothelioma;exactmatch;lymphohistiocytoid mesothelioma
myelodysplastic/myeloproliferative neoplasm, unclassifiable;exactmatch;mds/mpd, u
myxoid liposarcoma;exactmatch;myxoid liposarcoma
metastatic penile carcinoma;exactmatch;metastatic carcinoma of penis
stage i testicular non-seminomatous germ cell tumor ajcc v6 and v7;exactmatch;stage i testicular non-seminomatous germ cell tumor
stage ii testicular non-seminomatous germ cell tumor ajcc v6 and v7;exactmatch;stage ii testicular non-seminomatous germ cell tumor
stage iii testicular non-seminomatous germ cell tumor ajcc v6 and v7;exactmatch;stage iii testicular non-seminomatous germ cell tumor
female reproductive system precancerous condition;exactmatch;female reproductive system precancerous condition
endometrial intraepithelial neoplasia;exactmatch;ein
penile carcinoma in situ;exactmatch;bowen disease of the penis
non-neoplastic paranasal sinus disorder;exactmatch;non-neoplastic paranasal sinus disease
non-neoplastic nasal cavity and paranasal sinus disorder;exactmatch;non-neoplastic nasal cavity and paranasal sinus disease
skull disorder;exactmatch;skull disease
non-neoplastic skin disorder;exactmatch;non-neoplastic cutaneous disorder
lymphocytic interstitial pneumonia;exactmatch;diffuse hyperplasia of bronchus-associated lymphoid tissue
mixed mineral dust pneumoconiosis;exactmatch;mixed mineral dust pneumoconiosis
respiratory distress syndrome;exactmatch;neonatal respiratory distress
non-neoplastic pleural disorder;exactmatch;non-neoplastic pleural disease
endocrine syndrome;exactmatch;endocrine syndrome
non-neoplastic endocrine disorder;exactmatch;non-neoplastic endocrine disorder
non-neoplastic thyroid gland disorder;exactmatch;non-neoplastic thyroid gland disorder
non-neoplastic pituitary gland disorder;exactmatch;non-neoplastic pituitary gland disorder
non-neoplastic parathyroid gland disorder;exactmatch;non-neoplastic parathyroid gland disorder
non-neoplastic adrenal gland disorder;exactmatch;non-neoplastic adrenal gland disorder
non-neoplastic gonadal disorder;exactmatch;non-neoplastic gonadal disorder
head and neck disorder;exactmatch;head and neck disorder
non-neoplastic bone disorder;exactmatch;non-neoplastic bone disorder
non-neoplastic soft tissue disorder;exactmatch;non-neoplastic soft tissue disorder
connective and soft tissue disorder;exactmatch;connective and soft tissue disease
idiopathic granulomatous myositis;exactmatch;idiopathic granulomatous myositis
childhood dermatomyositis;exactmatch;childhood dermatomyositis
osteomyelitis;exactmatch;osteomyelitis
myositis;exactmatch;myositis
hyperimmunoglobulin syndrome;exactmatch;hyperimmunoglobulin syndrome
peripheral nervous system disorder;exactmatch;disorder of peripheral nervous system
central nervous system infectious disorder;exactmatch;central nervous system infectious disease
infectious disorder by site;exactmatch;infectious disorder by site
spongiform encephalopathy;exactmatch;spongiform encephalopathy
non-neoplastic central nervous system disorder;exactmatch;non-neoplastic central nervous system disease
non-neoplastic peripheral nervous system disorder;exactmatch;non-neoplastic peripheral nervous system disease
non-neoplastic nervous system disorder;exactmatch;non-neoplastic nervous system disorder
non-neoplastic lung disorder;exactmatch;non-neoplastic lung disorder
dermatosis;exactmatch;dermatosis
non-neoplastic inner ear disorder;exactmatch;non-neoplastic inner ear disease
multiple lobular capillary hemangiomas;exactmatch;multiple lobular capillary hemangiomas
benign hair follicle neoplasm;exactmatch;benign follicular neoplasm
classic type trichilemmoma;exactmatch;classic type trichilemmoma
desmoplastic tricholemmoma;exactmatch;desmoplastic trichilemmoma
metastatic malignant neoplasm in the axilla;exactmatch;axillary metastases
desmoplastic trichoepithelioma;exactmatch;desmoplastic trichoepithelioma
follicular myxoma;exactmatch;follicular myxoma
tubular apocrine adenoma;exactmatch;tubular apocrine adenoma
malignant cutaneous vascular neoplasm;exactmatch;malignant cutaneous vascular neoplasm
conventional lipoma;exactmatch;classic type lipoma
pre-malignant skin epithelial lesion;exactmatch;pre-malignant skin epithelial lesion
primary cutaneous mucinous carcinoma;exactmatch;adnexal mucinous adenocarcinoma
digital papillary eccrine carcinoma;exactmatch;digital papillary carcinoma
skin adenoid basal cell carcinoma;exactmatch;adenoid basal cell carcinoma
skin clear cell basal cell carcinoma;exactmatch;clear cell basal cell carcinoma
skin cystic basal cell carcinoma;exactmatch;cystic basal cell carcinoma
skin follicular basal cell carcinoma;exactmatch;follicular basal cell carcinoma
skin infiltrating basal cell carcinoma;exactmatch;infiltrating basal cell carcinoma
skin infundibulocystic basal cell carcinoma;exactmatch;infundibulocystic basal cell carcinoma
skin micronodular basal cell carcinoma;exactmatch;micronodular basal cell carcinoma
skin pseudovascular squamous cell carcinoma;exactmatch;pseudovascular skin squamous cell carcinoma
skin basaloid carcinoma;exactmatch;basaloid skin squamous cell carcinoma
classic type atypical fibroxanthoma;exactmatch;classic type atypical fibroxanthoma
spindle cell type atypical fibroxanthoma;exactmatch;spindle cell type atypical fibroxanthoma
melanoacanthoma;exactmatch;melanoacanthoma
reactive cutaneous fibrous lesion;exactmatch;reactive cutaneous fibrous lesion
non-neoplastic digestive system disorder;exactmatch;non-neoplastic digestive system disorder
disorder by site;exactmatch;disease by site
peripheral nervous system infectious disorder;exactmatch;peripheral nervous system infectious disorder
nervous system infectious disorder;exactmatch;nervous system infectious disorder
vagus nerve disorder;exactmatch;vagus nerve disorder
abducent nerve paralysis;exactmatch;abducent nerve paralysis
uterine corpus non-neoplastic disorder;exactmatch;uterine corpus non-neoplastic disease
non specific chronic endometritis;exactmatch;non specific chronic endometritis
granulomatous endometritis;exactmatch;granulomatous endometritis
ovarian non-neoplastic disorder;exactmatch;ovarian non-neoplastic disease
