head;relation;tail
construction equipment technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;industrial machinery mechanic
industrial machinery mechanic;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;land-based machinery technician
land-based machinery technician;broadmatch;agricultural and industrial machinery mechanics and repairers
pneumatic systems technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;pneumatic systems technician
fluid power technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;fluid power technician
vineyard machinery operator;broadmatch;tree and shrub crop growers
tree and shrub crop growers;narrowmatch;vineyard cellar master
vineyard cellar master;broadmatch;tree and shrub crop growers
tree and shrub crop growers;narrowmatch;arboriculturist
arboriculturist;broadmatch;tree and shrub crop growers
fruit production team leader;narrowmatch;vineyard supervisor
vineyard supervisor;broadmatch;fruit production team leader
agricultural and industrial machinery mechanics and repairers;narrowmatch;marine fitter
marine fitter;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;textile machinery technician
textile machinery technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;greaser
greaser;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;mining equipment mechanic
mining equipment mechanic;broadmatch;agricultural and industrial machinery mechanics and repairers
patent engineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;patent engineer
robotics engineer;broadmatch;engineering professionals not elsewhere classified
hair removal technician;broadmatch;beauticians and related workers
chemical engineers;narrowmatch;synthetic materials engineer
synthetic materials engineer;broadmatch;chemical engineers
chemical engineers;narrowmatch;chemical engineer
chemical engineer;broadmatch;chemical engineers
beauticians and related workers;narrowmatch;pedicurist
pedicurist;broadmatch;beauticians and related workers
beauticians and related workers;narrowmatch;hair removal technician
beauticians and related workers;narrowmatch;masseur/masseuse
engineering professionals not elsewhere classified;narrowmatch;robotics engineer
masseur/masseuse;broadmatch;beauticians and related workers
beauticians and related workers;narrowmatch;spa attendant
spa attendant;broadmatch;beauticians and related workers
beauticians and related workers;narrowmatch;personal stylist
personal stylist;broadmatch;beauticians and related workers
beauticians and related workers;narrowmatch;weight loss consultant
weight loss consultant;broadmatch;beauticians and related workers
rubber technologist;broadmatch;chemical engineers
chemical engineers;narrowmatch;rubber technologist
pawnbroker;broadmatch;pawnbrokers and money-lenders
pawnbrokers and money-lenders;narrowmatch;pawnbroker
data analyst;broadmatch;systems analysts
systems analysts;narrowmatch;ict system developer
ict system developer;broadmatch;systems analysts
systems analysts;narrowmatch;computer scientist
computer scientist;broadmatch;systems analysts
systems analysts;narrowmatch;computer vision engineer
computer vision engineer;broadmatch;systems analysts
waiters;narrowmatch;waiter/waitress
waiter/waitress;broadmatch;waiters
waiters;narrowmatch;restaurant host/restaurant hostess
restaurant host/restaurant hostess;broadmatch;waiters
waiter/waitress;narrowmatch;head waiter/head waitress
head waiter/head waitress;broadmatch;waiter/waitress
waiter/waitress;narrowmatch;sommelier
sommelier;broadmatch;waiter/waitress
beauticians and related workers;narrowmatch;manicurist
manicurist;broadmatch;beauticians and related workers
beauticians and related workers;narrowmatch;aesthetician
slate mixer;broadmatch;cement, stone and other mineral products machine operators
electrolytic cell maker;broadmatch;cement, stone and other mineral products machine operators
cement, stone and other mineral products machine operators;narrowmatch;concrete products machine operator
concrete products machine operator;broadmatch;cement, stone and other mineral products machine operators
cement, stone and other mineral products machine operators;narrowmatch;asphalt plant operator
asphalt plant operator;broadmatch;cement, stone and other mineral products machine operators
government licensing officials;narrowmatch;passport officer
passport officer;broadmatch;government licensing officials
government licensing officials;narrowmatch;immigration adviser
immigration adviser;broadmatch;government licensing officials
government licensing officials;narrowmatch;licensing officer
licensing officer;broadmatch;government licensing officials
engineering professionals not elsewhere classified;narrowmatch;optical engineer
optical engineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;energy engineer
energy engineer;broadmatch;engineering professionals not elsewhere classified
cement, stone and other mineral products machine operators;narrowmatch;electrolytic cell maker
cement, stone and other mineral products machine operators;narrowmatch;slate mixer
