head;relation;tail
textile, leather and footwear researcher;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;test engineer
test engineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;application engineer
application engineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;acoustical engineer
acoustical engineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;quantity surveyor
quantity surveyor;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;health and safety engineer
health and safety engineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;bioengineer
bioengineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;materials engineer
materials engineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;textile, leather and footwear researcher
hop farmer;broadmatch;tree and shrub crop growers
vineyard manager;broadmatch;tree and shrub crop growers
systems analysts;narrowmatch;data analyst
fisheries assistant engineer;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;forge equipment technician
forge equipment technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;moulding machine technician
moulding machine technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;marine mechanic
marine mechanic;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;fisheries assistant engineer
agricultural and industrial machinery mechanics and repairers;narrowmatch;crane technician
tree and shrub crop growers;narrowmatch;vineyard machinery operator
crane technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;construction equipment technician
construction equipment technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;industrial machinery mechanic
industrial machinery mechanic;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;land-based machinery technician
land-based machinery technician;broadmatch;agricultural and industrial machinery mechanics and repairers
pneumatic systems technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;pneumatic systems technician
fluid power technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;fluid power technician
vineyard machinery operator;broadmatch;tree and shrub crop growers
tree and shrub crop growers;narrowmatch;vineyard cellar master
vineyard cellar master;broadmatch;tree and shrub crop growers
tree and shrub crop growers;narrowmatch;arboriculturist
arboriculturist;broadmatch;tree and shrub crop growers
fruit production team leader;narrowmatch;vineyard supervisor
vineyard supervisor;broadmatch;fruit production team leader
agricultural and industrial machinery mechanics and repairers;narrowmatch;marine fitter
marine fitter;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;textile machinery technician
textile machinery technician;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;greaser
greaser;broadmatch;agricultural and industrial machinery mechanics and repairers
agricultural and industrial machinery mechanics and repairers;narrowmatch;mining equipment mechanic
mining equipment mechanic;broadmatch;agricultural and industrial machinery mechanics and repairers
patent engineer;broadmatch;engineering professionals not elsewhere classified
engineering professionals not elsewhere classified;narrowmatch;patent engineer
robotics engineer;broadmatch;engineering professionals not elsewhere classified
hair removal technician;broadmatch;beauticians and related workers
chemical engineers;narrowmatch;synthetic materials engineer
synthetic materials engineer;broadmatch;chemical engineers
chemical engineers;narrowmatch;chemical engineer
chemical engineer;broadmatch;chemical engineers
beauticians and related workers;narrowmatch;pedicurist
pedicurist;broadmatch;beauticians and related workers
beauticians and related workers;narrowmatch;hair removal technician
beauticians and related workers;narrowmatch;masseur/masseuse
engineering professionals not elsewhere classified;narrowmatch;robotics engineer
