head;relation;tail
malformation syndrome;narrowmatch;german syndrome
group of disorders;narrowmatch;cryopyrin-associated periodic syndrome
disease;narrowmatch;glycogen storage disease due to hepatic glycogen synthase deficiency
acquired peripheral neuropathy;narrowmatch;peripheral neuropathy associated with monoclonal gammopathy
group of disorders;narrowmatch;paraneoplastic sensory ganglionopathy
acquired peripheral neuropathy;narrowmatch;systemic inflammatory disease associated with an acquired peripheral neuropathy
disease;narrowmatch;axonal polyneuropathy associated with igg/igm/iga monoclonal gammopathy
malformation syndrome;narrowmatch;gms syndrome
group of disorders;narrowmatch;cutis laxa
genetic dermis elastic tissue disorder;narrowmatch;cutis laxa
syndromic diaphragmatic or thoracic malformation;narrowmatch;cutis laxa
rare developmental defect with connective tissue involvement;narrowmatch;cutis laxa
rare developmental defect with skin/mucosae involvement;narrowmatch;cutis laxa
syndromic diaphragmatic or abdominal wall malformation;narrowmatch;cutis laxa
solid tumor associated with an acquired peripheral neuropathy;narrowmatch;paraneoplastic sensory ganglionopathy
acquired peripheral neuropathy;narrowmatch;chronic acquired demyelinating polyneuropathy
acquired sensory ganglionopathy;narrowmatch;paraneoplastic sensory ganglionopathy
group of disorders;narrowmatch;non-paraneoplastic sensory ganglionopathy
acquired sensory ganglionopathy;narrowmatch;non-paraneoplastic sensory ganglionopathy
group of disorders;narrowmatch;acquired sensory ganglionopathy
acquired peripheral neuropathy;narrowmatch;acquired sensory ganglionopathy
disease;narrowmatch;polyradiculoneuropathy associated with igg/iga/igm monoclonal gammopathy without known antibodies
group of disorders;narrowmatch;chronic polyradiculoneuropathy
chronic acquired demyelinating polyneuropathy;narrowmatch;chronic polyradiculoneuropathy
group of disorders;narrowmatch;chronic acquired demyelinating polyneuropathy
x-linked syndromic intellectual disability;narrowmatch;x-linked intellectual disability-epilepsy syndrome
group of disorders;narrowmatch;x-linked intellectual disability-epilepsy syndrome
monogenic disease with epilepsy;narrowmatch;x-linked intellectual disability-epilepsy syndrome
qualitative or quantitative defects of sarcoglycan;narrowmatch;qualitative or quantitative defects of gamma-sarcoglycan
group of disorders;narrowmatch;qualitative or quantitative defects of dystrophin
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of dystrophin
group of disorders;narrowmatch;qualitative or quantitative defects of caveolin-3
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of caveolin-3
group of disorders;narrowmatch;qualitative or quantitative defects of dysferlin
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of dysferlin
group of disorders;narrowmatch;qualitative or quantitative defects of delta-sarcoglycan
qualitative or quantitative defects of sarcoglycan;narrowmatch;qualitative or quantitative defects of delta-sarcoglycan
group of disorders;narrowmatch;qualitative or quantitative defects of gamma-sarcoglycan
group of disorders;narrowmatch;qualitative or quantitative defects of beta-sarcoglycan
malformation syndrome;narrowmatch;genitopalatocardiac syndrome
qualitative or quantitative defects of sarcoglycan;narrowmatch;qualitative or quantitative defects of beta-sarcoglycan
group of disorders;narrowmatch;qualitative or quantitative defects of alpha-sarcoglycan
qualitative or quantitative defects of sarcoglycan;narrowmatch;qualitative or quantitative defects of alpha-sarcoglycan
group of disorders;narrowmatch;qualitative or quantitative defects of sarcoglycan
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of sarcoglycan
group of disorders;narrowmatch;qualitative or quantitative protein defects in neuromuscular diseases
genetic neuromuscular disease;narrowmatch;qualitative or quantitative protein defects in neuromuscular diseases
group of disorders;narrowmatch;malignant lymphoma with peripheral neuropathy
hematological disease associated with an acquired peripheral neuropathy;narrowmatch;malignant lymphoma with peripheral neuropathy
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of collagen 6
group of disorders;narrowmatch;qualitative or quantitative defects of collagen 6
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;laminin subunit alpha 2-related muscular dystrophy
group of disorders;narrowmatch;laminin subunit alpha 2-related muscular dystrophy
malformation syndrome;narrowmatch;gemignani syndrome
disease;narrowmatch;narcolepsy type 1
clinical subtype;narrowmatch;gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome
group of disorders;narrowmatch;qualitative or quantitative defects of fukutin
qualitative or quantitative defects of protein involved in o-glycosylation of alpha-dystroglycan;narrowmatch;qualitative or quantitative defects of fukutin
group of disorders;narrowmatch;qualitative or quantitative defects of fkrp
qualitative or quantitative defects of protein involved in o-glycosylation of alpha-dystroglycan;narrowmatch;qualitative or quantitative defects of fkrp
group of disorders;narrowmatch;qualitative or quantitative defects of protein involved in o-glycosylation of alpha-dystroglycan
qualitative or quantitative defects of alpha-dystroglycan;narrowmatch;qualitative or quantitative defects of protein involved in o-glycosylation of alpha-dystroglycan
group of disorders;narrowmatch;qualitative or quantitative defects of myotubularin
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of myotubularin
group of disorders;narrowmatch;qualitative or quantitative defects of trim32
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of trim32
group of disorders;narrowmatch;qualitative or quantitative defects of calpain
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of calpain
group of disorders;narrowmatch;qualitative or quantitative defects of perlecan
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of perlecan
group of disorders;narrowmatch;qualitative or quantitative defects of integrin alpha-7
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of integrin alpha-7
group of disorders;narrowmatch;systemic inflammatory disease associated with an acquired peripheral neuropathy
group of disorders;narrowmatch;peripheral neuropathy associated with monoclonal gammopathy
acquired peripheral neuropathy;narrowmatch;acute and subacute inflammatory demyelinating polyneuropathy
disease;narrowmatch;childhood apraxia of speech
disease;narrowmatch;episodic ataxia type 6
disease;narrowmatch;solitary rectal ulcer syndrome
disease;narrowmatch;phacoanaphylactic uveitis
disease;narrowmatch;idiopathic uveal effusion syndrome
disease;narrowmatch;autosomal recessive spastic paraplegia type 18
disease;narrowmatch;irvan syndrome
disease;narrowmatch;cone dystrophy with supernormal rod response
disease;narrowmatch;idiopathic copper-associated cirrhosis
disease;narrowmatch;extraskeletal myxoid chondrosarcoma
disease;narrowmatch;brain-lung-thyroid syndrome
disease;narrowmatch;benign nocturnal alternating hemiplegia of childhood
disease;narrowmatch;hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
disease;narrowmatch;autosomal dominant rhegmatogenous retinal detachment
malformation syndrome;narrowmatch;acromesomelic dysplasia, grebe type
malformation syndrome;narrowmatch;grant syndrome
malformation syndrome;narrowmatch;gorlin-chaudhry-moss syndrome
disease;narrowmatch;severe neonatal-onset encephalopathy with microcephaly
etiological subtype;narrowmatch;dync1h1-related autosomal dominant childhood-onset proximal spinal muscular atrophy
disease;narrowmatch;autosomal dominant adult-onset proximal spinal muscular atrophy
myofibrillar myopathy;narrowmatch;myotilinopathy
disease;narrowmatch;episodic ataxia type 7
group of disorders;narrowmatch;alternating hemiplegia
acquired peripheral neuropathy;narrowmatch;acquired amyloid peripheral neuropathy
disease;narrowmatch;pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome
group of disorders;narrowmatch;guillain-barré syndrome
acute and subacute inflammatory demyelinating polyneuropathy;narrowmatch;guillain-barré syndrome
rare neuroinflammatory or neuroimmunological disease;narrowmatch;guillain-barré syndrome
clinical syndrome;narrowmatch;mal de débarquement
clinical subtype;narrowmatch;gtp cyclohydrolase i deficiency
disease;narrowmatch;congenital lethal myopathy, compton-north type
disease;narrowmatch;adult hepatocellular carcinoma
malformation syndrome;narrowmatch;lethal polymalformative syndrome, boissel type
disease;narrowmatch;inherited congenital spastic tetraplegia
disease;narrowmatch;leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome
rare genetic neurological disorder;narrowmatch;alternating hemiplegia
disease;narrowmatch;urocanic aciduria
disease;narrowmatch;congenital alveolar capillary dysplasia
disease;narrowmatch;sterile multifocal osteomyelitis with periostitis and pustulosis
malformation syndrome;narrowmatch;intermediate osteopetrosis
malformation syndrome;narrowmatch;grubben-de cock-borghgraef syndrome
disease;narrowmatch;cyclosporosis
disease;narrowmatch;non-papillary transitional cell carcinoma of the bladder
disease;narrowmatch;irida syndrome
rare neurologic disease;narrowmatch;alternating hemiplegia
group of disorders;narrowmatch;myotilinopathy
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;myotilinopathy
group of disorders;narrowmatch;qualitative or quantitative defects of glucosamine (udp-n-acetyl)-2-epimerase/n-acetylmannosamine kinase -
group of disorders;narrowmatch;qualitative or quantitative defects of protein o-mannosyltransferase 1
qualitative or quantitative defects of myofibrillar proteins;narrowmatch;qualitative or quantitative defects of filamin c
group of disorders;narrowmatch;qualitative or quantitative defects of alphab-cristallin
qualitative or quantitative defects of myofibrillar proteins;narrowmatch;qualitative or quantitative defects of alphab-cristallin
group of disorders;narrowmatch;qualitative or quantitative defects of desmin
qualitative or quantitative defects of myofibrillar proteins;narrowmatch;qualitative or quantitative defects of desmin
group of disorders;narrowmatch;qualitative or quantitative defects of myofibrillar proteins
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of myofibrillar proteins
group of disorders;narrowmatch;qualitative or quantitative defects of protein o-mannosyltransferase 2
qualitative or quantitative defects of protein involved in o-glycosylation of alpha-dystroglycan;narrowmatch;qualitative or quantitative defects of protein o-mannosyltransferase 2
qualitative or quantitative defects of protein involved in o-glycosylation of alpha-dystroglycan;narrowmatch;qualitative or quantitative defects of protein o-mannosyltransferase 1
qualitative or quantitative protein defects in neuromuscular diseases;narrowmatch;qualitative or quantitative defects of glucosamine (udp-n-acetyl)-2-epimerase/n-acetylmannosamine kinase -
group of disorders;narrowmatch;qualitative or quantitative defects of protein glycosyltransferase-like
qualitative or quantitative defects of protein involved in o-glycosylation of alpha-dystroglycan;narrowmatch;qualitative or quantitative defects of protein glycosyltransferase-like
group of disorders;narrowmatch;qualitative or quantitative defects of protein o-mannose beta1,2n-acetylglucosaminyltransferase
qualitative or quantitative defects of protein involved in o-glycosylation of alpha-dystroglycan;narrowmatch;qualitative or quantitative defects of protein o-mannose beta1,2n-acetylglucosaminyltransferase
group of disorders;narrowmatch;solid tumor associated with an acquired peripheral neuropathy
acquired peripheral neuropathy;narrowmatch;solid tumor associated with an acquired peripheral neuropathy
